CMDLINE /opt/anaconda3/envs/aas2/bin/python /Users/noemivalentini/Desktop/deep_ga/cartpole/a2c/cartpole_a2c.py
MEM 1265.339844 1706273116.1434
MEM 1265.781250 1706273116.2486
MEM 1265.781250 1706273116.3538
MEM 1265.839844 1706273116.4590
MEM 1265.812500 1706273116.5642
MEM 1265.914062 1706273116.6646
MEM 1266.058594 1706273116.7677
MEM 1266.062500 1706273116.8719
MEM 1266.738281 1706273116.9771
MEM 1266.738281 1706273117.0822
MEM 1267.042969 1706273117.1865
MEM 1267.144531 1706273117.2882
MEM 1267.152344 1706273117.3888
MEM 1267.437500 1706273117.4894
MEM 1266.406250 1706273117.5898
MEM 1263.574219 1706273117.6900
MEM 1258.882812 1706273117.7903
MEM 1257.132812 1706273117.8906
MEM 1257.152344 1706273117.9937
MEM 1252.789062 1706273118.0952
MEM 1248.875000 1706273118.2000
MEM 1248.843750 1706273118.3052
MEM 1244.917969 1706273118.4055
MEM 1244.160156 1706273118.5060
MEM 1244.160156 1706273118.6070
MEM 1244.695312 1706273118.7072
MEM 1242.570312 1706273118.8079
MEM 1239.621094 1706273118.9104
MEM 1239.863281 1706273119.0136
MEM 1239.882812 1706273119.1140
MEM 1240.414062 1706273119.2153
MEM 1240.445312 1706273119.3205
MEM 1240.937500 1706273119.4257
MEM 1240.937500 1706273119.5308
MEM 1240.996094 1706273119.6358
MEM 1240.964844 1706273119.7366
MEM 1240.976562 1706273119.8418
MEM 1241.007812 1706273119.9447
MEM 1241.031250 1706273120.0483
MEM 1241.082031 1706273120.1535
MEM 1241.085938 1706273120.2587
MEM 1241.183594 1706273120.3614
MEM 1241.187500 1706273120.4649
MEM 1241.640625 1706273120.5676
MEM 1241.609375 1706273120.6720
MEM 1241.714844 1706273120.7740
MEM 1242.031250 1706273120.8755
MEM 1242.074219 1706273120.9807
MEM 1242.500000 1706273121.0840
MEM 1242.511719 1706273121.1866
MEM 1242.808594 1706273121.2914
MEM 1242.824219 1706273121.3963
MEM 1242.843750 1706273121.5015
MEM 1242.843750 1706273121.6067
MEM 1242.886719 1706273121.7119
MEM 1242.863281 1706273121.8158
MEM 1242.878906 1706273121.9210
MEM 1243.226562 1706273122.0215
MEM 1243.226562 1706273122.1220
MEM 1243.394531 1706273122.2272
MEM 1243.417969 1706273122.3324
MEM 1243.882812 1706273122.4376
MEM 1243.898438 1706273122.5427
MEM 1244.140625 1706273122.6432
MEM 1244.128906 1706273122.7440
MEM 1244.144531 1706273122.8492
MEM 1244.410156 1706273122.9544
MEM 1244.488281 1706273123.0596
MEM 1244.894531 1706273123.1648
MEM 1244.894531 1706273123.2683
MEM 1244.906250 1706273123.3735
MEM 1244.910156 1706273123.4741
MEM 1245.140625 1706273123.5788
MEM 1245.105469 1706273123.6804
MEM 1245.125000 1706273123.7855
MEM 1245.273438 1706273123.8907
MEM 1245.289062 1706273123.9943
MEM 1245.531250 1706273124.0995
MEM 1245.531250 1706273124.2047
MEM 1245.855469 1706273124.3080
MEM 1245.886719 1706273124.4122
MEM 1246.171875 1706273124.5159
MEM 1246.171875 1706273124.6201
MEM 1246.675781 1706273124.7231
MEM 1246.753906 1706273124.8259
MEM 1246.820312 1706273124.9311
MEM 1247.136719 1706273125.0359
MEM 1247.144531 1706273125.1368
MEM 1247.144531 1706273125.2419
MEM 1247.144531 1706273125.3438
MEM 1247.148438 1706273125.4441
MEM 1247.164062 1706273125.5493
MEM 1247.394531 1706273125.6544
MEM 1247.363281 1706273125.7551
MEM 1247.382812 1706273125.8603
MEM 1247.539062 1706273125.9642
MEM 1247.628906 1706273126.0681
MEM 1247.859375 1706273126.1721
MEM 1247.925781 1706273126.2760
MEM 1248.355469 1706273126.3812
MEM 1248.355469 1706273126.4841
MEM 1248.722656 1706273126.5868
MEM 1248.738281 1706273126.6892
MEM 1249.113281 1706273126.7944
MEM 1249.144531 1706273126.8981
MEM 1249.148438 1706273127.0033
MEM 1249.164062 1706273127.1085
MEM 1249.175781 1706273127.2137
MEM 1249.199219 1706273127.3160
MEM 1249.210938 1706273127.4212
MEM 1249.652344 1706273127.5263
MEM 1249.652344 1706273127.6315
MEM 1249.726562 1706273127.7323
MEM 1249.699219 1706273127.8360
MEM 1249.765625 1706273127.9412
MEM 1249.953125 1706273128.0418
MEM 1250.019531 1706273128.1542
MEM 1250.269531 1706273128.2594
MEM 1250.410156 1706273128.3636
MEM 1250.816406 1706273128.4670
MEM 1250.820312 1706273128.5682
MEM 1251.316406 1706273128.6733
MEM 1251.324219 1706273128.7786
MEM 1251.355469 1706273128.8838
MEM 1251.324219 1706273128.9869
MEM 1251.335938 1706273129.0920
MEM 1251.335938 1706273129.1973
MEM 1251.339844 1706273129.3025
MEM 1251.437500 1706273129.4068
MEM 1251.449219 1706273129.5119
MEM 1251.578125 1706273129.6160
MEM 1251.578125 1706273129.7211
MEM 1252.050781 1706273129.8263
MEM 1252.054688 1706273129.9315
MEM 1252.445312 1706273130.0367
MEM 1252.414062 1706273130.1370
MEM 1252.425781 1706273130.2422
MEM 1252.644531 1706273130.3439
MEM 1252.914062 1706273130.4443
MEM 1253.441406 1706273130.5495
MEM 1253.445312 1706273130.6544
MEM 1253.472656 1706273130.7596
MEM 1253.472656 1706273130.8633
MEM 1253.507812 1706273130.9652
MEM 1253.484375 1706273131.0680
MEM 1253.503906 1706273131.1719
MEM 1253.562500 1706273131.2732
MEM 1253.578125 1706273131.3738
MEM 1253.851562 1706273131.4752
MEM 1253.851562 1706273131.5763
MEM 1254.355469 1706273131.6816
MEM 1239.515625 1706273131.7834
MEM 1238.980469 1706273131.8886
MEM 1239.203125 1706273131.9931
MEM 1239.203125 1706273132.0981
MEM 1239.843750 1706273132.1998
MEM 1239.796875 1706273132.3023
MEM 1239.812500 1706273132.4075
MEM 1240.125000 1706273132.5128
MEM 1240.128906 1706273132.6162
MEM 1240.136719 1706273132.7214
MEM 1240.144531 1706273132.8223
MEM 1240.312500 1706273132.9233
MEM 1240.312500 1706273133.0243
MEM 1240.398438 1706273133.1295
MEM 1240.367188 1706273133.2347
MEM 1240.371094 1706273133.3349
MEM 1240.636719 1706273133.4401
MEM 1240.656250 1706273133.5453
MEM 1241.074219 1706273133.6467
MEM 1241.078125 1706273133.7518
MEM 1241.281250 1706273133.8570
MEM 1241.343750 1706273133.9622
MEM 1241.574219 1706273134.0644
MEM 1241.589844 1706273134.1686
MEM 1241.316406 1706273134.2738
MEM 1241.828125 1706273134.3740
MEM 1241.835938 1706273134.4780
MEM 1241.886719 1706273134.5828
MEM 1241.886719 1706273134.6870
MEM 1242.160156 1706273134.7922
MEM 1242.160156 1706273134.8974
MEM 1242.273438 1706273135.0026
MEM 1242.242188 1706273135.1044
MEM 1242.261719 1706273135.2096
MEM 1242.281250 1706273135.3137
MEM 1242.300781 1706273135.4163
MEM 1242.406250 1706273135.5214
MEM 1242.421875 1706273135.6224
MEM 1242.898438 1706273135.7276
MEM 1242.910156 1706273135.8328
MEM 1243.500000 1706273135.9371
MEM 1243.425781 1706273136.0422
MEM 1243.792969 1706273136.1444
MEM 1243.972656 1706273136.2496
MEM 1243.976562 1706273136.3503
MEM 1244.093750 1706273136.4554
MEM 1244.109375 1706273136.5606
MEM 1244.117188 1706273136.6636
MEM 1244.121094 1706273136.7682
MEM 1244.382812 1706273136.8724
MEM 1244.382812 1706273136.9744
MEM 1244.687500 1706273137.0796
MEM 1244.695312 1706273137.1848
MEM 1244.710938 1706273137.2871
MEM 1245.093750 1706273137.3923
MEM 1245.164062 1706273137.4975
MEM 1245.363281 1706273137.5977
MEM 1245.363281 1706273137.7029
MEM 1245.652344 1706273137.8066
MEM 1245.660156 1706273137.9091
MEM 1246.042969 1706273138.0105
MEM 1246.023438 1706273138.1141
MEM 1246.046875 1706273138.2146
MEM 1246.078125 1706273138.3151
MEM 1246.085938 1706273138.4181
MEM 1246.105469 1706273138.5228
MEM 1246.117188 1706273138.6264
MEM 1246.433594 1706273138.7316
MEM 1246.433594 1706273138.8324
MEM 1246.605469 1706273138.9376
MEM 1246.574219 1706273139.0428
MEM 1246.640625 1706273139.1445
MEM 1246.984375 1706273139.2497
MEM 1247.125000 1706273139.3549
MEM 1247.320312 1706273139.4601
MEM 1247.363281 1706273139.5652
MEM 1247.609375 1706273139.6679
MEM 1247.621094 1706273139.7725
MEM 1247.839844 1706273139.8777
MEM 1247.839844 1706273139.9794
MEM 1247.886719 1706273140.0846
MEM 1247.855469 1706273140.1896
MEM 1247.875000 1706273140.2925
MEM 1247.890625 1706273140.3963
MEM 1247.898438 1706273140.5014
MEM 1248.109375 1706273140.6066
MEM 1248.113281 1706273140.7118
MEM 1248.226562 1706273140.8145
MEM 1248.226562 1706273140.9164
MEM 1248.695312 1706273141.0216
MEM 1248.664062 1706273141.1268
MEM 1248.699219 1706273141.2320
MEM 1249.003906 1706273141.3365
MEM 1247.386719 1706273141.4372
MEM 1247.671875 1706273141.5424
MEM 1247.675781 1706273141.6446
MEM 1248.019531 1706273141.7498
MEM 1248.019531 1706273141.8546
MEM 1248.121094 1706273141.9551
MEM 1248.062500 1706273142.0599
MEM 1248.074219 1706273142.1650
MEM 1248.343750 1706273142.2689
MEM 1248.343750 1706273142.3726
MEM 1248.554688 1706273142.4778
MEM 1248.562500 1706273142.5830
MEM 1248.734375 1706273142.6873
MEM 1248.742188 1706273142.7912
MEM 1249.070312 1706273142.8960
MEM 1249.039062 1706273142.9993
MEM 1249.058594 1706273143.1014
MEM 1249.332031 1706273143.2016
MEM 1249.332031 1706273143.3069
MEM 1249.554688 1706273143.4099
MEM 1249.554688 1706273143.5115
MEM 1249.964844 1706273143.6151
MEM 1249.964844 1706273143.7165
MEM 1249.996094 1706273143.8177
MEM 1249.964844 1706273143.9218
MEM 1249.968750 1706273144.0270
MEM 1249.984375 1706273144.1274
MEM 1249.988281 1706273144.2326
MEM 1250.000000 1706273144.3334
MEM 1250.000000 1706273144.4365
MEM 1250.273438 1706273144.5417
MEM 1250.273438 1706273144.6478
MEM 1250.835938 1706273144.7530
MEM 1250.804688 1706273144.8547
MEM 1250.828125 1706273144.9598
MEM 1251.121094 1706273145.0647
MEM 1251.148438 1706273145.1654
MEM 1251.457031 1706273145.2690
MEM 1251.507812 1706273145.3728
MEM 1251.878906 1706273145.4779
MEM 1251.890625 1706273145.5831
MEM 1251.925781 1706273145.6874
MEM 1251.925781 1706273145.7918
MEM 1251.984375 1706273145.8948
MEM 1252.097656 1706273145.9972
MEM 1252.109375 1706273146.1023
MEM 1252.171875 1706273146.2075
MEM 1252.171875 1706273146.3127
MEM 1252.476562 1706273146.4147
MEM 1252.550781 1706273146.5161
MEM 1253.238281 1706273146.6165
MEM 1253.238281 1706273146.7217
MEM 1253.390625 1706273146.8269
MEM 1253.359375 1706273146.9321
MEM 1253.574219 1706273147.0372
MEM 1253.863281 1706273147.1374
MEM 1253.863281 1706273147.2416
MEM 1254.226562 1706273147.3447
MEM 1254.226562 1706273147.4499
MEM 1254.230469 1706273147.5551
MEM 1254.230469 1706273147.6581
MEM 1254.394531 1706273147.7613
MEM 1254.343750 1706273147.8665
MEM 1254.355469 1706273147.9686
MEM 1254.359375 1706273148.0728
MEM 1254.472656 1706273148.1772
MEM 1254.503906 1706273148.2813
MEM 1254.566406 1706273148.3829
MEM 1255.324219 1706273148.4881
MEM 1255.328125 1706273148.5933
MEM 1255.449219 1706273148.6974
MEM 1255.449219 1706273148.8026
MEM 1256.089844 1706273148.9048
MEM 1256.058594 1706273149.0100
MEM 1256.250000 1706273149.1148
MEM 1256.644531 1706273149.2190
MEM 1256.671875 1706273149.3228
MEM 1256.671875 1706273149.4280
MEM 1256.671875 1706273149.5332
MEM 1256.671875 1706273149.6375
MEM 1256.671875 1706273149.7427
MEM 1257.023438 1706273149.8441
MEM 1256.957031 1706273149.9493
MEM 1257.039062 1706273150.0545
MEM 1257.046875 1706273150.1547
MEM 1257.148438 1706273150.2557
MEM 1257.523438 1706273150.3591
MEM 1257.535156 1706273150.4644
MEM 1257.714844 1706273150.5690
MEM 1257.718750 1706273150.6729
MEM 1257.902344 1706273150.7740
MEM 1257.902344 1706273150.8792
MEM 1258.433594 1706273150.9839
MEM 1258.597656 1706273151.0870
MEM 1258.617188 1706273151.1875
MEM 1258.621094 1706273151.2927
MEM 1258.621094 1706273151.3973
MEM 1258.652344 1706273151.5025
MEM 1258.656250 1706273151.6076
MEM 1258.871094 1706273151.7121
MEM 1258.871094 1706273151.8168
MEM 1259.156250 1706273151.9220
MEM 1259.125000 1706273152.0272
MEM 1259.125000 1706273152.1276
MEM 1259.289062 1706273152.2328
MEM 1259.351562 1706273152.3380
MEM 1259.750000 1706273152.4432
MEM 1259.667969 1706273152.5449
MEM 1259.949219 1706273152.6477
MEM 1259.949219 1706273152.7529
MEM 1260.371094 1706273152.8578
MEM 1260.339844 1706273152.9630
MEM 1260.339844 1706273153.0633
MEM 1260.421875 1706273153.1650
MEM 1260.425781 1706273153.2689
MEM 1260.449219 1706273153.3740
MEM 1260.449219 1706273153.4792
MEM 1260.585938 1706273153.5844
MEM 1260.585938 1706273153.6865
MEM 1260.636719 1706273153.7867
MEM 1260.917969 1706273153.8919
MEM 1260.929688 1706273153.9950
MEM 1261.222656 1706273154.0961
MEM 1261.234375 1706273154.2013
MEM 1257.828125 1706273154.3064
MEM 1257.847656 1706273154.4091
MEM 1258.371094 1706273154.5143
MEM 1258.371094 1706273154.6195
MEM 1258.652344 1706273154.7247
MEM 1258.621094 1706273154.8299
MEM 1258.636719 1706273154.9350
MEM 1258.640625 1706273155.0366
MEM 1258.648438 1706273155.1418
MEM 1258.808594 1706273155.2435
MEM 1258.808594 1706273155.3443
MEM 1258.867188 1706273155.4449
MEM 1258.871094 1706273155.5501
MEM 1258.964844 1706273155.6553
MEM 1258.949219 1706273155.7605
MEM 1258.976562 1706273155.8657
MEM 1259.371094 1706273155.9688
MEM 1259.437500 1706273156.0730
MEM 1259.804688 1706273156.1753
MEM 1259.804688 1706273156.2805
MEM 1260.328125 1706273156.3856
MEM 1260.332031 1706273156.4866
MEM 1260.667969 1706273156.5868
MEM 1260.597656 1706273156.6918
MEM 1260.605469 1706273156.7970
MEM 1260.605469 1706273156.9022
MEM 1260.625000 1706273157.0074
MEM 1260.714844 1706273157.1112
MEM 1260.718750 1706273157.2151
MEM 1260.863281 1706273157.3165
MEM 1260.914062 1706273157.4169
MEM 1260.957031 1706273157.5220
MEM 1261.007812 1706273157.6231
MEM 1261.320312 1706273157.7269
MEM 1261.546875 1706273157.8321
MEM 1261.562500 1706273157.9369
MEM 1261.925781 1706273158.0382
MEM 1261.984375 1706273158.1434
MEM 1262.242188 1706273158.2451
MEM 1262.343750 1706273158.3483
MEM 1262.671875 1706273158.4493
MEM 1262.601562 1706273158.5544
MEM 1261.902344 1706273158.6596
MEM 1262.015625 1706273158.7648
MEM 1262.039062 1706273158.8687
MEM 1262.460938 1706273158.9694
MEM 1262.468750 1706273159.0746
MEM 1262.503906 1706273159.1798
MEM 1262.507812 1706273159.2830
MEM 1262.546875 1706273159.3935
MEM 1262.566406 1706273159.4952
MEM 1262.921875 1706273159.6004
MEM 1262.890625 1706273159.7056
MEM 1263.019531 1706273159.8108
MEM 1263.339844 1706273159.9152
MEM 1263.339844 1706273160.0193
MEM 1263.742188 1706273160.1245
MEM 1263.750000 1706273160.2264
MEM 1258.898438 1706273160.3266
MEM 1258.898438 1706273160.4318
MEM 1258.945312 1706273160.5368
MEM 1259.054688 1706273160.6420
MEM 1259.066406 1706273160.7472
MEM 1259.089844 1706273160.8475
MEM 1259.105469 1706273160.9526
MEM 1259.246094 1706273161.0578
MEM 1259.246094 1706273161.1630
MEM 1259.570312 1706273161.2671
MEM 1259.570312 1706273161.3693
MEM 1260.109375 1706273161.4733
MEM 1260.078125 1706273161.5785
MEM 1260.082031 1706273161.6825
MEM 1260.191406 1706273161.7868
MEM 1260.265625 1706273161.8920
MEM 1260.628906 1706273161.9930
MEM 1260.628906 1706273162.0933
MEM 1261.175781 1706273162.1937
MEM 1261.175781 1706273162.2982
MEM 1261.218750 1706273162.4034
MEM 1261.242188 1706273162.5046
MEM 1261.253906 1706273162.6059
MEM 1261.265625 1706273162.7091
MEM 1261.265625 1706273162.8143
MEM 1261.328125 1706273162.9161
MEM 1261.347656 1706273163.0171
MEM 1261.757812 1706273163.1180
MEM 1261.722656 1706273163.2232
MEM 1261.875000 1706273163.3271
MEM 1262.183594 1706273163.4323
MEM 1262.269531 1706273163.5368
MEM 1262.699219 1706273163.6394
MEM 1262.699219 1706273163.7446
MEM 1260.792969 1706273163.8451
MEM 1260.792969 1706273163.9454
MEM 1261.230469 1706273164.0464
MEM 1261.171875 1706273164.1517
MEM 1261.195312 1706273164.2553
MEM 1261.285156 1706273164.3604
MEM 1261.289062 1706273164.4656
MEM 1261.386719 1706273164.5688
MEM 1261.410156 1706273164.6740
MEM 1261.511719 1706273164.7761
MEM 1261.511719 1706273164.8813
MEM 1261.867188 1706273164.9836
MEM 1261.824219 1706273165.0869
MEM 1262.015625 1706273165.1912
MEM 1262.402344 1706273165.2956
MEM 1262.460938 1706273165.3977
MEM 1262.863281 1706273165.4993
MEM 1262.867188 1706273165.6012
MEM 1263.039062 1706273165.7064
MEM 1263.054688 1706273165.8113
MEM 1263.234375 1706273165.9161
MEM 1263.269531 1706273166.0213
MEM 1263.308594 1706273166.1265
MEM 1263.277344 1706273166.2272
MEM 1263.281250 1706273166.3324
MEM 1263.281250 1706273166.4376
MEM 1263.296875 1706273166.5427
MEM 1263.531250 1706273166.6446
MEM 1263.546875 1706273166.7453
MEM 1263.769531 1706273166.8505
MEM 1263.769531 1706273166.9546
MEM 1264.199219 1706273167.0598
MEM 1264.167969 1706273167.1650
MEM 1264.273438 1706273167.2693
MEM 1264.699219 1706273167.3734
MEM 1264.703125 1706273167.4754
MEM 1264.992188 1706273167.5806
MEM 1265.050781 1706273167.6842
MEM 1263.593750 1706273167.7870
MEM 1263.597656 1706273167.8922
MEM 1263.605469 1706273167.9950
MEM 1263.605469 1706273168.0996
MEM 1263.656250 1706273168.2034
MEM 1263.656250 1706273168.3036
MEM 1263.671875 1706273168.4048
MEM 1263.921875 1706273168.5100
MEM 1263.925781 1706273168.6101
MEM 1264.035156 1706273168.7127
MEM 1264.046875 1706273168.8144
MEM 1264.433594 1706273168.9146
MEM 1264.382812 1706273169.0155
MEM 1264.558594 1706273169.1207
MEM 1264.671875 1706273169.2258
MEM 1264.941406 1706273169.3273
MEM 1265.296875 1706273169.4319
MEM 1265.308594 1706273169.5370
MEM 1265.507812 1706273169.6397
MEM 1265.507812 1706273169.7426
MEM 1265.507812 1706273169.8445
MEM 1265.507812 1706273169.9454
MEM 1265.558594 1706273170.0506
MEM 1265.546875 1706273170.1558
MEM 1265.550781 1706273170.2609
MEM 1265.613281 1706273170.3632
MEM 1265.613281 1706273170.4654
MEM 1265.964844 1706273170.5691
MEM 1265.972656 1706273170.6743
MEM 1266.257812 1706273170.7795
MEM 1266.257812 1706273170.8847
MEM 1266.601562 1706273170.9899
MEM 1266.597656 1706273171.0951
MEM 1266.785156 1706273171.2003
MEM 1267.125000 1706273171.3055
MEM 1267.175781 1706273171.4107
MEM 1267.562500 1706273171.5123
MEM 1267.570312 1706273171.6173
MEM 1267.593750 1706273171.7225
MEM 1267.605469 1706273171.8235
MEM 1267.726562 1706273171.9287
MEM 1267.695312 1706273172.0298
MEM 1267.714844 1706273172.1350
MEM 1267.761719 1706273172.2371
MEM 1267.765625 1706273172.3413
MEM 1267.902344 1706273172.4455
MEM 1267.921875 1706273172.5507
MEM 1268.230469 1706273172.6559
MEM 1268.230469 1706273172.7611
MEM 1268.781250 1706273172.8646
MEM 1268.710938 1706273172.9695
MEM 1268.843750 1706273173.0735
MEM 1268.941406 1706273173.1756
MEM 1269.156250 1706273173.2807
MEM 1269.660156 1706273173.3859
MEM 1269.660156 1706273173.4872
MEM 1269.675781 1706273173.5922
MEM 1269.675781 1706273173.6962
MEM 1269.722656 1706273173.8005
MEM 1269.722656 1706273173.9057
MEM 1269.910156 1706273174.0083
MEM 1269.949219 1706273174.1085
MEM 1269.964844 1706273174.2137
MEM 1269.273438 1706273174.3188
MEM 1269.273438 1706273174.4236
MEM 1269.460938 1706273174.5274
MEM 1269.460938 1706273174.6326
MEM 1269.589844 1706273174.7372
MEM 1269.589844 1706273174.8413
MEM 1270.117188 1706273174.9420
MEM 1270.085938 1706273175.0472
MEM 1270.128906 1706273175.1498
MEM 1270.382812 1706273175.2550
MEM 1270.398438 1706273175.3557
MEM 1270.625000 1706273175.4609
MEM 1270.636719 1706273175.5660
MEM 1270.675781 1706273175.6663
MEM 1270.691406 1706273175.7690
MEM 1270.863281 1706273175.8721
MEM 1270.796875 1706273175.9773
MEM 1270.996094 1706273176.0825
MEM 1271.074219 1706273176.1872
MEM 1271.089844 1706273176.2917
MEM 1271.515625 1706273176.3979
MEM 1271.664062 1706273176.5018
MEM 1272.011719 1706273176.6026
MEM 1272.015625 1706273176.7076
MEM 1272.382812 1706273176.8128
MEM 1272.390625 1706273176.9165
MEM 1272.699219 1706273177.0175
MEM 1272.667969 1706273177.1227
MEM 1272.679688 1706273177.2278
MEM 1272.679688 1706273177.3330
MEM 1272.695312 1706273177.4382
MEM 1272.757812 1706273177.5434
MEM 1272.773438 1706273177.6472
MEM 1272.804688 1706273177.7524
MEM 1272.804688 1706273177.8546
MEM 1273.250000 1706273177.9569
MEM 1273.218750 1706273178.0609
MEM 1273.238281 1706273178.1661
MEM 1273.304688 1706273178.2698
MEM 1273.339844 1706273178.3708
MEM 1270.804688 1706273178.4760
MEM 1270.804688 1706273178.5812
MEM 1271.117188 1706273178.6821
MEM 1271.121094 1706273178.7858
MEM 1271.726562 1706273178.8888
MEM 1271.652344 1706273178.9905
MEM 1273.785156 1706273179.0956
MEM 1274.023438 1706273179.1973
MEM 1274.027344 1706273179.3023
MEM 1274.050781 1706273179.4073
MEM 1274.050781 1706273179.5119
MEM 1274.210938 1706273179.6125
MEM 1274.214844 1706273179.7167
MEM 1274.562500 1706273179.8189
MEM 1274.492188 1706273179.9225
MEM 1274.527344 1706273180.0253
MEM 1272.167969 1706273180.1269
MEM 1272.226562 1706273180.2320
MEM 1272.503906 1706273180.3342
MEM 1272.550781 1706273180.4392
MEM 1272.949219 1706273180.5436
MEM 1272.996094 1706273180.6439
MEM 1273.578125 1706273180.7453
MEM 1273.527344 1706273180.8503
MEM 1273.546875 1706273180.9553
MEM 1273.546875 1706273181.0604
MEM 1273.550781 1706273181.1628
MEM 1273.550781 1706273181.2666
MEM 1273.554688 1706273181.3705
MEM 1273.742188 1706273181.4756
MEM 1273.746094 1706273181.5806
MEM 1274.070312 1706273181.6837
MEM 1274.070312 1706273181.7888
MEM 1274.097656 1706273181.8926
MEM 1274.136719 1706273181.9940
MEM 1274.195312 1706273182.0975
MEM 1274.371094 1706273182.2025
MEM 1274.382812 1706273182.3029
MEM 1274.703125 1706273182.4080
MEM 1274.777344 1706273182.5129
MEM 1275.441406 1706273182.6179
MEM 1275.441406 1706273182.7230
MEM 1275.503906 1706273182.8281
MEM 1275.472656 1706273182.9282
MEM 1275.488281 1706273183.0305
MEM 1275.511719 1706273183.1329
MEM 1275.511719 1706273183.2360
MEM 1275.535156 1706273183.3400
MEM 1275.535156 1706273183.4401
MEM 1275.816406 1706273183.5432
MEM 1275.816406 1706273183.6439
MEM 1276.160156 1706273183.7489
MEM 1276.136719 1706273183.8540
MEM 1276.242188 1706273183.9591
MEM 1276.597656 1706273184.0626
MEM 1276.617188 1706273184.1627
MEM 1276.949219 1706273184.2670
MEM 1276.953125 1706273184.3720
MEM 1277.140625 1706273184.4771
MEM 1277.148438 1706273184.5803
MEM 1277.230469 1706273184.6854
MEM 1277.199219 1706273184.7905
MEM 1277.207031 1706273184.8955
MEM 1277.226562 1706273184.9982
MEM 1277.242188 1706273185.1001
MEM 1277.535156 1706273185.2052
MEM 1277.535156 1706273185.3056
MEM 1277.773438 1706273185.4096
MEM 1277.777344 1706273185.5098
MEM 1278.105469 1706273185.6149
MEM 1278.078125 1706273185.7200
MEM 1278.257812 1706273185.8238
MEM 1278.625000 1706273185.9247
MEM 1278.632812 1706273186.0298
MEM 1278.910156 1706273186.1348
MEM 1278.941406 1706273186.2369
MEM 1279.226562 1706273186.3386
MEM 1279.226562 1706273186.4437
MEM 1279.296875 1706273186.5466
MEM 1279.265625 1706273186.6493
MEM 1279.281250 1706273186.7544
MEM 1279.531250 1706273186.8563
MEM 1279.546875 1706273186.9606
MEM 1279.570312 1706273187.0641
MEM 1279.589844 1706273187.1692
MEM 1279.761719 1706273187.2743
MEM 1279.769531 1706273187.3774
MEM 1280.269531 1706273187.4782
MEM 1280.269531 1706273187.5799
MEM 1280.402344 1706273187.6802
MEM 1280.675781 1706273187.7853
MEM 1280.703125 1706273187.8904
MEM 1281.058594 1706273187.9946
MEM 1281.070312 1706273188.0980
MEM 1281.351562 1706273188.2031
MEM 1281.351562 1706273188.3052
MEM 1281.359375 1706273188.4058
MEM 1281.359375 1706273188.5109
MEM 1281.410156 1706273188.6128
MEM 1281.417969 1706273188.7179
MEM 1281.429688 1706273188.8225
MEM 1281.718750 1706273188.9276
MEM 1281.726562 1706273189.0327
MEM 1279.898438 1706273189.1335
MEM 1279.906250 1706273189.2386
MEM 1280.195312 1706273189.3437
MEM 1280.199219 1706273189.4442
MEM 1280.902344 1706273189.5475
MEM 1280.871094 1706273189.6526
MEM 1280.960938 1706273189.7573
MEM 1281.210938 1706273189.8618
MEM 1281.265625 1706273189.9637
MEM 1281.675781 1706273190.0688
MEM 1281.675781 1706273190.1739
MEM 1281.691406 1706273190.2751
MEM 1281.699219 1706273190.3823
MEM 1281.738281 1706273190.4833
MEM 1281.707031 1706273190.5867
MEM 1281.828125 1706273190.6895
MEM 1281.894531 1706273190.7946
MEM 1281.906250 1706273190.8997
MEM 1282.042969 1706273191.0047
MEM 1282.058594 1706273191.1098
MEM 1282.367188 1706273191.2108
MEM 1282.398438 1706273191.3159
MEM 1282.781250 1706273191.4175
MEM 1282.750000 1706273191.5185
MEM 1277.914062 1706273191.6232
MEM 1278.246094 1706273191.7266
MEM 1278.265625 1706273191.8272
MEM 1278.597656 1706273191.9323
MEM 1278.597656 1706273192.0374
MEM 1278.667969 1706273192.1426
MEM 1278.671875 1706273192.2477
MEM 1278.722656 1706273192.3494
MEM 1278.695312 1706273192.4545
MEM 1278.710938 1706273192.5558
MEM 1278.800781 1706273192.6598
MEM 1278.812500 1706273192.7649
MEM 1279.199219 1706273192.8700
MEM 1279.222656 1706273192.9752
MEM 1279.472656 1706273193.0803
MEM 1279.484375 1706273193.1815
MEM 1280.187500 1706273193.2866
MEM 1280.156250 1706273193.3917
MEM 1280.437500 1706273193.4968
MEM 1280.578125 1706273193.5995
MEM 1280.609375 1706273193.7022
MEM 1280.925781 1706273193.8030
MEM 1280.945312 1706273193.9081
MEM 1280.949219 1706273194.0090
MEM 1280.949219 1706273194.1140
MEM 1273.675781 1706273194.2150
MEM 1270.406250 1706273194.3160
MEM 1270.421875 1706273194.4211
MEM 1270.722656 1706273194.5223
MEM 1270.722656 1706273194.6274
MEM 1270.777344 1706273194.7325
MEM 1270.781250 1706273194.8376
MEM 1271.148438 1706273194.9398
MEM 1271.160156 1706273195.0404
MEM 1271.195312 1706273195.1455
MEM 1271.527344 1706273195.2506
MEM 1271.539062 1706273195.3542
MEM 1271.929688 1706273195.4582
MEM 1271.929688 1706273195.5633
MEM 1272.226562 1706273195.6648
MEM 1272.230469 1706273195.7665
MEM 1272.261719 1706273195.8700
MEM 1272.234375 1706273195.9716
MEM 1272.257812 1706273196.0727
MEM 1272.285156 1706273196.1750
